respondent_grade_level,student_race,student_ethnicity,student_gender,student_ell,student_sp_ed,urbanicity,School Belonging,School Teacher-Student Relationships,School Safety,School Climate,School Engagement,Supportive Relationships,Positive Feelings,Emotion Regulation,Challenging Feelings,School Rigorous Expectations,id
4,Pacific Islander,Not Latinx,Male,English proficient,General education,Suburb - Midsize,4,5,3,4,3,5,2,4,5,4,638
4,Black,Latinx,Male,English proficient,General education,City - Large,5,4,4,4,5,5,4,4,3,3,639
4,White,Not Latinx,Male,English language learner,General education,Suburb - Large,3,4,2,4,3,5,4,3,4,4,640
4,White,Latinx,Female,English language learner,General education,City - Midsize,2,4,4,5,4,5,4,4,4,5,641
4,White,Latinx,Male,English proficient,General education,City - Large,4,3,3,4,3,5,5,4,3,4,642
4,Black,Not Latinx,Female,English proficient,General education,City - Small,4,3,3,1,3,5,4,4,4,4,643
4,Black,Latinx,Male,English proficient,General education,City - Large,5,5,3,4,4,5,2,2,4,5,644
4,White,Latinx,Male,English language learner,General education,Suburb - Large,4,3,4,4,3,4,3,4,3,4,645
4,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,4,4,5,3,4,4,2,3,5,4,646
4,Multiracial,Latinx,Male,English language learner,General education,Suburb - Large,4,4,4,4,3,5,4,3,5,4,647
4,White,Latinx,Female,English proficient,Special education,City - Large,3,4,4,3,2,4,4,3,3,4,648
4,White,Latinx,Female,English language learner,General education,City - Midsize,4,4,4,3,4,5,3,4,2,4,649
4,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,5,5,3,2,4,5,4,3,5,4,650
4,Multiracial,Not Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,3,3,5,4,4,2,5,651
4,White,Latinx,Male,English proficient,General education,City - Small,5,4,3,4,4,5,4,4,4,5,652
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,5,3,4,5,4,2,3,4,4,653
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,4,3,5,4,3,5,5,654
4,Black,Latinx,Female,English proficient,General education,City - Midsize,4,5,4,4,3,5,4,3,4,4,655
4,Black,Latinx,Female,English proficient,General education,Town - Remote,4,4,3,3,5,5,3,3,4,4,656
4,White,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,3,4,5,5,3,5,5,657
4,White,Latinx,Female,English language learner,General education,Suburb - Large,3,4,4,4,2,5,4,4,3,5,658
4,Black,Not Latinx,Male,English language learner,General education,Suburb - Large,2,4,5,3,4,5,3,4,4,2,659
4,White,Latinx,Male,English proficient,General education,City - Large,4,4,3,3,5,5,2,4,2,5,660
4,White,Latinx,Female,English language learner,General education,City - Midsize,4,4,5,2,3,5,4,1,3,5,661
4,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,4,3,5,5,3,4,5,662
4,White,Not Latinx,Female,English proficient,General education,Rural - Fringe,4,5,3,5,4,5,3,4,4,5,663
4,White,Latinx,Female,English proficient,General education,Suburb - Large,5,5,2,4,3,5,4,2,3,5,664
4,White,Latinx,Male,English proficient,Special education,Suburb - Large,5,4,4,4,3,4,4,4,4,4,665
4,White,Latinx,Female,English proficient,General education,City - Small,3,4,3,5,4,5,2,2,4,3,666
4,Pacific Islander,Latinx,Female,English proficient,Special education,City - Midsize,3,5,3,4,2,5,3,4,2,5,667
4,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,2,4,5,3,5,4,4,668
4,White,Latinx,Male,English proficient,General education,City: Large,5,4,4,4,2,5,4,3,5,4,669
4,White,Latinx,Female,English language learner,General education,Suburb - Large,4,3,4,2,5,3,3,2,4,5,670
4,White,Latinx,Female,English proficient,General education,City - Large,4,4,4,2,4,5,3,2,4,4,671
4,Asian,Latinx,Male,English proficient,General education,City - Midsize,3,5,4,5,4,5,4,5,4,3,672
4,Pacific Islander,Latinx,Female,English proficient,General education,Suburb - Large,4,5,5,2,4,5,5,4,4,4,673
4,Multiracial,Not Latinx,Male,English language learner,General education,Suburb - Midsize,3,3,5,3,4,5,5,3,2,4,674
4,White,Latinx,Female,English proficient,Special education,Suburb - Midsize,5,4,5,3,5,5,4,5,4,5,675
4,White,Latinx,Female,English proficient,General education,Rural - Fringe,4,4,4,5,4,5,3,4,2,4,676
4,White,Not Latinx,Female,English proficient,General education,Town - Distant,4,4,4,5,4,5,3,3,3,5,677
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,2,3,4,3,5,2,3,3,5,678
4,White,Latinx,Female,English language learner,General education,Town - Distant,4,5,4,3,3,5,4,4,4,3,679
4,White,Latinx,Male,English proficient,General education,City - Small,4,3,3,3,1,5,4,4,4,5,680
4,White,Not Latinx,Female,English language learner,General education,Suburb - Large,4,3,3,3,3,5,4,4,4,5,681
4,Pacific Islander,Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,4,4,5,4,4,4,4,682
4,Black,Not Latinx,Female,English proficient,General education,City - Large,4,5,4,4,5,5,4,4,4,4,683
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,5,5,4,5,3,3,3,3,684
4,White,Not Latinx,Female,English language learner,General education,City - Midsize,4,4,2,4,3,5,5,4,3,4,685
4,White,Not Latinx,Male,English proficient,General education,City - Large,5,4,3,3,5,5,4,4,3,4,686
4,Black,Latinx,Male,English proficient,General education,Rural - Fringe,5,4,5,3,1,5,4,4,4,4,687
4,White,Latinx,Female,English proficient,Special education,Suburb - Large,4,4,3,3,4,4,3,3,4,5,688
4,White,Latinx,Male,English proficient,General education,City - Large,5,3,5,3,5,2,5,4,1,3,689
4,White,Latinx,Female,English proficient,General education,Suburb - Midsize,4,4,4,4,5,5,4,5,5,4,690
4,White,Latinx,Female,English language learner,General education,Suburb - Midsize,4,4,5,3,3,5,3,4,4,5,691
4,White,Latinx,Female,English proficient,Special education,City - Midsize,4,5,4,3,4,2,5,3,3,5,692
4,White,Not Latinx,Male,English proficient,General education,City - Large,4,2,4,5,3,4,3,3,4,4,693
4,Multiracial,Not Latinx,Male,English proficient,General education,City - Midsize,4,3,4,5,2,5,2,3,4,4,694
4,Asian,Latinx,Female,English language learner,General education,Suburb - Large,4,5,1,2,5,5,4,2,4,4,695
4,Pacific Islander,Not Latinx,Female,English proficient,General education,City - Large,4,4,2,5,3,4,4,3,4,2,696
4,Asian,Latinx,Female,English proficient,General education,Rural - Fringe,4,5,5,5,4,5,4,4,4,4,697
4,White,Latinx,Female,English proficient,General education,City - Midsize,4,5,4,4,3,5,2,4,3,5,698
4,White,Latinx,Female,English language learner,General education,Suburb - Large,5,4,3,5,3,5,5,5,4,2,699
4,White,Not Latinx,Male,English proficient,Special education,Suburb - Midsize,4,4,4,4,4,5,4,3,1,5,700
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,4,3,5,2,3,5,3,701
4,Asian,Not Latinx,Male,English language learner,General education,Suburb - Large,5,4,3,4,4,4,5,3,4,5,702
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,4,4,5,4,3,4,4,703
4,Black,Latinx,Female,English language learner,General education,Suburb - Large,4,5,4,4,4,2,3,3,3,3,704
4,White,Latinx,Male,English proficient,General education,Suburb - Large,3,3,5,3,4,5,4,2,5,5,705
4,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,2,5,4,2,3,5,2,4,4,5,706
4,White,Latinx,Female,English language learner,Special education,Suburb - Large,3,2,4,4,4,5,5,4,2,4,707
4,Multiracial,Not Latinx,Male,English proficient,General education,City - Small,4,5,3,5,3,5,4,4,4,2,708
4,Black,Latinx,Female,English proficient,General education,City - Midsize,4,4,4,4,3,4,4,4,4,4,709
4,Asian,Latinx,Male,English language learner,General education,City - Midsize,3,3,4,2,3,5,5,3,2,4,710
4,Black,Latinx,Female,English proficient,General education,Suburb - Midsize,5,4,5,3,5,5,5,4,4,4,711
4,White,Latinx,Male,English language learner,Special education,City - Large,4,4,5,3,3,4,5,2,4,4,712
4,White,Latinx,Male,English proficient,General education,City - Large,3,4,5,2,5,5,4,4,3,2,713
4,White,Not Latinx,Male,English proficient,General education,City - Large,4,5,4,4,3,5,4,5,3,5,714
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,3,4,5,4,2,3,4,715
4,White,Latinx,Female,English proficient,General education,Suburb - Large,5,5,3,4,3,4,3,3,5,4,716
4,Pacific Islander,Latinx,Female,English proficient,General education,Suburb - Midsize,4,5,3,4,2,1,3,4,4,5,717
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,3,4,5,4,2,4,5,718
4,White,Not Latinx,Female,English language learner,General education,City - Large,3,4,3,4,4,5,5,4,4,4,719
4,Black,Latinx,Male,English proficient,General education,City - Small,3,4,3,5,5,5,4,2,4,4,720
4,White,Latinx,Male,English proficient,General education,Suburb - Small,4,4,1,3,2,1,4,4,4,5,721
4,Asian,Not Latinx,Male,English proficient,Special education,City - Large,4,4,4,3,4,5,4,4,3,5,722
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,4,3,5,4,4,4,5,723
4,White,Latinx,Male,English proficient,General education,City - Large,4,4,3,3,4,5,4,4,3,4,724
4,White,Latinx,Male,English language learner,General education,Suburb - Midsize,4,5,3,4,3,4,4,3,3,5,725
4,White,Latinx,Male,English proficient,General education,City - Large,4,4,4,3,3,4,3,2,4,5,726
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,5,3,3,4,5,3,3,3,4,727
4,White,Latinx,Male,English proficient,General education,City - Large,4,4,4,4,4,5,4,4,4,5,728
4,Black,Latinx,Male,English language learner,General education,City - Large,4,3,3,2,4,5,4,4,3,4,729
4,Pacific Islander,Latinx,Male,English proficient,General education,Suburb - Large,4,3,4,4,4,2,5,4,4,4,730
4,Asian,Latinx,Male,English proficient,General education,City - Midsize,4,4,4,4,4,2,4,3,4,4,731
4,Pacific Islander,Latinx,Female,English language learner,General education,Rural - Fringe,3,4,4,3,4,4,4,2,4,4,732
4,White,Latinx,Male,English proficient,Special education,Suburb - Large,4,5,3,4,5,5,2,3,4,4,733
4,Asian,Not Latinx,Male,English proficient,General education,City - Large,4,5,3,4,4,5,4,3,4,4,734
4,White,Latinx,Female,English proficient,Special education,Suburb - Large,4,4,4,4,4,5,4,4,4,3,735
4,Multiracial,Not Latinx,Female,English proficient,General education,Rural - Fringe,3,3,2,4,4,2,4,3,4,4,736
4,White,Latinx,Male,English proficient,General education,Town - Remote,2,4,4,3,3,5,3,3,2,3,737
4,White,Latinx,Female,English language learner,General education,Town - Fringe,5,4,5,5,4,4,4,3,4,4,738
4,White,Not Latinx,Female,English proficient,General education,City - Large,4,5,3,4,3,5,3,2,2,5,739
4,Black,Not Latinx,Female,English proficient,Special education,City - Large,4,1,3,4,3,5,4,1,3,4,740
4,Multiracial,Latinx,Male,English proficient,General education,Suburb - Midsize,2,4,5,4,4,5,4,5,2,3,741
4,White,Not Latinx,Male,English proficient,General education,City - Midsize,2,4,4,4,3,5,5,3,2,4,742
4,White,Latinx,Male,English proficient,General education,Suburb - Large,3,4,3,4,3,5,4,4,2,4,743
4,Black,Latinx,Male,English language learner,General education,City - Large,5,4,4,5,3,5,5,4,4,5,744
4,White,Not Latinx,Female,English proficient,General education,City - Large,4,5,5,4,3,5,3,3,3,4,745
4,White,Latinx,Female,English proficient,General education,City - Large,4,4,4,5,2,5,3,4,3,5,746
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,4,2,5,4,4,4,4,747
4,Black,Latinx,Female,English proficient,General education,Town - Distant,4,3,3,5,4,2,2,4,4,2,748
4,Multiracial,Latinx,Male,English language learner,General education,City - Large,2,3,4,3,4,5,4,4,3,1,749
4,White,Latinx,Male,English proficient,General education,Suburb - Large,4,5,5,3,1,5,3,3,4,5,750
4,White,Latinx,Male,English proficient,Special education,Suburb - Large,3,4,5,4,4,5,5,2,4,5,751
4,Black,Latinx,Male,English language learner,General education,City - Large,3,3,4,4,4,5,4,2,4,4,752
4,Black,Latinx,Female,English proficient,General education,City - Midsize,4,4,5,5,3,4,5,4,5,4,753
4,White,Not Latinx,Male,English proficient,General education,Town - Remote,4,4,3,4,3,4,2,2,4,5,754
4,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,3,3,5,5,3,4,5,755
4,Black,Latinx,Male,English proficient,General education,City - Large,4,4,4,4,4,5,4,3,4,5,756
4,Pacific Islander,Latinx,Female,English language learner,General education,Suburb - Large,4,5,4,4,3,4,4,3,4,4,757
4,White,Not Latinx,Male,English language learner,General education,City - Midsize,3,3,3,3,4,5,4,5,1,3,758
4,White,Not Latinx,Male,English proficient,General education,City - Small,4,5,2,3,4,5,4,3,4,5,759
4,White,Latinx,Female,English proficient,General education,Suburb - Large,5,3,4,4,4,5,4,3,3,4,760
4,Asian,Latinx,Male,English proficient,General education,City - Midsize,4,5,2,3,5,4,5,3,4,4,761
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,5,5,4,2,4,4,4,4,5,762
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,3,5,5,4,5,4,3,3,5,763
4,Black,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,4,4,4,4,2,4,4,764
4,Black,Not Latinx,Female,English proficient,General education,Suburb - Large,4,1,3,4,3,5,5,5,5,4,765
4,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,4,5,5,2,4,5,4,4,5,4,766
4,Black,Latinx,Male,English proficient,Special education,Suburb - Large,4,4,4,4,3,2,4,2,3,4,767
4,White,Latinx,Female,English proficient,General education,Suburb - Large,5,4,5,4,4,5,2,2,2,5,768
4,Asian,Latinx,Female,English proficient,General education,City - Large,2,5,4,3,4,4,5,2,4,3,769
4,White,Not Latinx,Male,English proficient,General education,City - Large,4,4,4,4,4,5,3,4,4,4,770
4,Multiracial,Not Latinx,Male,English proficient,Special education,Suburb - Large,3,4,2,5,3,5,5,5,4,3,771
4,White,Latinx,Male,English proficient,Special education,Rural - Fringe,4,5,5,4,3,5,4,4,4,3,772
4,White,Latinx,Female,English proficient,General education,City - Large,5,3,4,4,3,5,4,2,4,4,773
4,White,Latinx,Male,English proficient,General education,Suburb - Large,3,5,4,4,2,5,3,4,4,4,774
4,Pacific Islander,Latinx,Male,English proficient,General education,City - Large,3,4,4,4,2,5,4,1,2,4,775
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,5,5,2,2,5,2,4,4,5,776
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,2,5,4,3,4,4,2,4,5,5,777
4,Black,Latinx,Male,English proficient,General education,City - Small,4,5,3,5,1,5,4,4,2,3,778
4,White,Latinx,Female,English proficient,General education,City - Midsize,5,4,5,5,5,5,2,4,4,5,779
4,White,Latinx,Male,English proficient,Special education,City - Midsize,5,5,3,4,3,5,4,3,4,4,780
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,2,4,4,3,5,5,4,5,3,781
4,Multiracial,Latinx,Female,English proficient,General education,City - Midsize,2,5,3,4,3,5,4,2,4,5,782
4,White,Latinx,Female,English proficient,Special education,Suburb - Large,4,5,3,4,2,5,3,2,5,4,783
4,Black,Not Latinx,Female,English proficient,General education,City - Large,5,2,4,4,5,5,4,5,3,5,784
4,White,Latinx,Female,English proficient,General education,City - Small,5,4,2,4,3,5,4,4,4,4,785
4,White,Latinx,Male,English proficient,General education,Suburb - Large,3,4,4,3,4,5,3,5,4,2,786
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,2,4,4,5,4,5,4,4,5,4,787
4,Asian,Not Latinx,Male,English proficient,General education,City - Small,3,3,4,5,3,5,3,4,3,4,788
4,Asian,Not Latinx,Male,English proficient,General education,Suburb - Large,4,3,4,4,4,5,4,4,3,5,789
4,White,Latinx,Male,English proficient,Special education,Suburb - Large,4,4,2,3,5,5,5,3,4,3,790
4,Black,Not Latinx,Female,English language learner,General education,City - Midsize,5,5,5,3,2,4,4,4,4,4,791
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,3,3,4,3,4,3,3,792
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,3,4,4,3,3,4,3,2,3,793
4,Black,Not Latinx,Male,English proficient,Special education,City - Small,3,4,4,3,3,5,4,1,4,4,794
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,4,4,4,4,4,5,3,4,5,795
4,White,Latinx,Male,English proficient,General education,Suburb - Large,5,4,1,4,3,5,4,4,4,3,796
4,Asian,Not Latinx,Female,English language learner,General education,Suburb - Large,4,5,4,4,4,5,4,4,4,4,797
4,White,Latinx,Female,English proficient,General education,Suburb - Large,5,5,5,3,5,5,2,3,4,5,798
4,White,Latinx,Male,English proficient,General education,Rural - Fringe,4,5,2,3,4,5,4,2,3,4,799
4,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,2,4,5,2,5,4,5,3,4,800
4,White,Latinx,Female,English language learner,General education,Suburb - Large,4,5,5,3,4,5,4,3,4,5,801
4,White,Latinx,Female,English proficient,General education,City - Large,3,4,4,4,3,5,2,3,3,4,802
4,White,Latinx,Male,English proficient,General education,City - Large,4,5,3,4,4,5,3,2,4,4,803
4,White,Latinx,Female,English proficient,General education,City - Midsize,3,4,5,4,4,5,5,2,4,5,804
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,5,4,4,4,3,4,5,4,2,4,805
4,Black,Not Latinx,Male,English proficient,General education,Rural - Distant,4,4,5,3,3,5,3,3,4,4,806
4,Black,Latinx,Female,English language learner,General education,Suburb - Large,4,4,5,5,2,5,4,4,4,5,807
4,Black,Not Latinx,Female,English proficient,General education,City - Small,4,4,2,3,2,5,4,2,4,4,808
4,White,Not Latinx,Female,English language learner,General education,Suburb - Large,3,4,2,4,3,4,4,3,2,5,809
4,Asian,Not Latinx,Male,English proficient,General education,City - Large,5,5,2,4,3,4,2,3,4,2,810
4,White,Latinx,Male,English proficient,General education,Suburb - Large,4,5,3,4,3,4,4,2,4,5,811
4,White,Not Latinx,Female,English language learner,General education,City - Large,4,2,5,4,3,5,5,4,2,4,812
4,Black,Latinx,Male,English language learner,General education,Suburb - Large,4,5,2,4,4,2,4,4,5,3,813
4,White,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,3,3,4,4,5,4,5,814
4,Multiracial,Not Latinx,Female,English proficient,General education,City - Large,5,5,2,4,4,5,4,5,5,5,815
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,3,4,3,2,4,5,3,3,5,816
4,White,Not Latinx,Male,English language learner,General education,Suburb - Large,4,3,3,4,4,5,4,3,3,5,817
4,White,Latinx,Male,English proficient,General education,City - Large,4,3,5,4,3,5,2,4,4,5,818
4,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,3,4,5,3,4,2,4,819
4,White,Latinx,Male,English proficient,Special education,Suburb - Large,5,4,2,2,4,5,4,3,1,5,820
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,4,4,4,3,4,4,3,3,4,821
4,Multiracial,Not Latinx,Female,English language learner,General education,City - Large,4,5,4,4,1,5,4,3,3,4,822
4,White,Latinx,Male,English proficient,Special education,City - Small,1,4,5,4,5,4,5,4,4,3,823
4,Native American,Not Latinx,Female,English proficient,General education,Town - Fringe,2,3,5,5,4,5,4,3,3,5,824
4,White,Not Latinx,Female,English proficient,General education,Rural - Fringe,5,5,4,3,4,5,5,3,4,4,825
4,White,Not Latinx,Female,English proficient,General education,City - Small,2,5,3,3,4,5,4,5,4,5,826
4,Asian,Latinx,Male,English proficient,General education,Suburb - Large,3,5,5,4,4,5,2,5,4,4,827
4,Asian,Latinx,Male,English proficient,General education,Suburb - Large,2,5,3,4,3,5,5,5,5,5,828
4,White,Not Latinx,Male,English proficient,General education,City - Large,4,5,4,3,4,5,4,5,2,4,829
4,White,Latinx,Female,English proficient,General education,Suburb - Large,5,4,3,3,3,5,4,3,5,5,830
4,Multiracial,Not Latinx,Female,English language learner,Special education,Suburb - Large,2,5,4,2,4,5,5,3,4,4,831
4,White,Latinx,Female,English proficient,General education,Rural - Distant,2,4,3,3,4,5,5,3,3,4,832
4,Multiracial,Not Latinx,Female,English language learner,General education,City - Midsize,4,5,2,4,3,5,4,1,3,3,833
4,White,Not Latinx,Male,English proficient,General education,City - Midsize,4,4,4,4,3,5,4,3,4,4,834
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,2,4,5,3,5,4,4,3,4,835
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,5,3,4,5,5,2,2,4,5,836
4,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,4,3,4,4,5,5,4,4,5,837
4,Pacific Islander,Latinx,Female,English language learner,General education,Town - Remote,4,4,4,4,4,5,2,3,4,5,838
4,White,Latinx,Female,English proficient,General education,City - Large,3,5,2,3,4,4,4,4,3,4,839
4,Black,Not Latinx,Male,English language learner,General education,City - Midsize,3,5,4,4,3,5,4,4,2,4,840
4,White,Latinx,Male,English language learner,General education,City - Midsize,2,5,4,4,3,4,2,4,3,4,841
4,Black,Latinx,Female,English proficient,General education,Suburb - Midsize,5,5,3,4,4,4,4,3,3,4,842
4,Multiracial,Not Latinx,Male,English proficient,General education,City - Large,3,3,4,3,4,4,4,4,3,3,843
4,White,Not Latinx,Male,English language learner,General education,Suburb - Large,4,4,5,3,4,5,2,3,2,4,844
4,Black,Latinx,Male,English language learner,Special education,City - Small,4,4,3,2,4,5,3,3,4,3,845
4,Multiracial,Latinx,Female,English proficient,General education,City - Large,5,5,3,3,2,4,5,2,4,5,846
4,White,Latinx,Male,English proficient,Special education,City - Large,4,4,4,3,4,5,4,4,5,5,847
4,Asian,Latinx,Male,English proficient,Special education,Suburb - Midsize,5,4,3,5,2,5,3,3,3,5,848
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,3,2,3,3,5,4,5,4,4,849
4,White,Latinx,Male,English proficient,General education,City - Large,3,4,4,4,4,5,5,3,2,4,850
4,Black,Latinx,Female,English proficient,General education,City - Midsize,4,3,3,4,3,5,4,4,3,4,851
4,Asian,Not Latinx,Male,English language learner,General education,Suburb - Large,3,5,3,3,5,5,4,3,4,2,852
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,2,5,2,4,5,4,4,853
4,Asian,Latinx,Male,English language learner,General education,City - Small,3,5,5,4,4,4,5,4,2,4,854
4,Black,Not Latinx,Female,English proficient,General education,Suburb - Large,2,2,5,4,4,5,4,3,2,4,855
4,White,Not Latinx,Male,English language learner,General education,City - Midsize,5,4,4,3,3,5,4,3,4,4,856
4,White,Not Latinx,Female,English language learner,Special education,Suburb - Large,4,5,4,3,3,5,4,2,2,4,857
4,Asian,Latinx,Female,English proficient,General education,City - Large,2,5,3,3,5,5,4,3,4,5,858
4,Asian,Latinx,Male,English language learner,General education,Suburb - Large,4,5,4,4,4,5,4,3,4,4,859
4,White,Latinx,Female,English language learner,General education,Suburb - Large,4,4,4,4,4,5,5,3,3,4,860
4,White,Latinx,Male,English language learner,General education,City - Large,3,4,3,2,5,5,5,4,4,5,861
4,Black,Not Latinx,Female,English proficient,General education,Rural - Distant,4,5,5,4,3,5,2,3,4,4,862
4,Black,Latinx,Male,English proficient,General education,City - Large,4,2,2,4,5,5,4,3,3,5,863
4,Pacific Islander,Not Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,3,2,5,4,4,4,4,864
4,Black,Not Latinx,Male,English proficient,General education,City - Large,4,4,5,3,3,5,4,4,2,4,865
4,White,Latinx,Male,English proficient,General education,Suburb - Large,5,5,4,5,5,5,3,4,4,4,866
4,White,Latinx,Female,English proficient,General education,Suburb - Small,4,4,5,4,4,4,5,3,4,4,867
4,White,Latinx,Female,English proficient,General education,Suburb - Large,3,5,5,4,3,4,3,4,4,4,868
4,White,Latinx,Female,English language learner,General education,Suburb - Large,4,4,5,4,5,5,4,1,3,5,869
4,Asian,Not Latinx,Male,English language learner,General education,Suburb - Large,4,4,4,5,2,5,5,3,4,3,870
4,Black,Latinx,Male,English proficient,General education,Suburb - Large,4,3,3,4,4,4,5,4,2,4,871
4,Black,Not Latinx,Male,English proficient,General education,City - Small,3,5,4,3,4,5,4,2,4,4,872
4,Multiracial,Not Latinx,Male,English proficient,General education,City - Small,5,4,4,4,4,5,2,4,4,4,873
4,White,Latinx,Male,English language learner,General education,Suburb - Large,4,3,4,4,3,5,3,4,4,4,874
4,White,Latinx,Male,English proficient,General education,Rural - Fringe,4,4,4,4,4,5,3,4,2,4,875
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,2,2,5,3,5,5,4,2,4,5,876
4,Multiracial,Latinx,Female,English language learner,General education,City - Small,4,4,5,1,4,5,3,5,4,4,877
4,White,Latinx,Male,English proficient,General education,Suburb - Midsize,3,2,5,5,4,5,4,3,2,3,878
4,White,Latinx,Male,English proficient,General education,City - Large,5,4,4,4,3,4,4,2,2,4,879
4,Native American,Latinx,Female,English proficient,General education,City - Large,3,5,4,3,3,5,5,4,4,4,880
4,Asian,Not Latinx,Female,English proficient,General education,Suburb - Large,5,3,4,3,2,5,4,4,4,4,881
4,Black,Not Latinx,Female,English proficient,Special education,Suburb - Large,3,5,4,4,4,5,4,3,2,5,882
4,Black,Latinx,Male,English proficient,Special education,City - Midsize,4,5,4,3,4,5,4,1,4,5,883
4,Asian,Latinx,Female,English proficient,General education,Suburb - Large,2,4,3,4,4,5,4,3,3,4,884
4,Pacific Islander,Latinx,Female,English proficient,General education,Town - Distant,4,5,3,3,3,5,2,3,3,4,885
4,White,Not Latinx,Female,English language learner,General education,City - Large,4,5,4,4,4,5,4,4,4,4,886
4,Black,Not Latinx,Female,English proficient,General education,City - Large,4,3,4,4,4,5,5,2,5,4,887
4,White,Not Latinx,Male,English proficient,General education,City - Large,4,2,4,5,4,4,4,3,3,4,888
4,Black,Latinx,Male,English proficient,General education,City - Large,5,4,5,3,3,5,4,3,2,5,889
4,White,Latinx,Female,English proficient,General education,Suburb - Large,2,5,3,4,3,5,4,4,3,3,890
4,White,Latinx,Female,English proficient,General education,City - Large,4,4,5,4,3,5,4,4,3,3,891
4,White,Latinx,Female,English language learner,Special education,Suburb - Large,5,1,3,5,3,4,5,2,2,4,892
4,Black,Latinx,Male,English proficient,General education,City - Small,3,3,3,4,4,5,3,3,5,5,893
4,Asian,Latinx,Male,English proficient,General education,Suburb - Large,3,5,4,3,2,4,4,2,4,5,894
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,3,4,4,5,2,4,5,895
4,White,Latinx,Female,English proficient,General education,City - Midsize,3,5,4,4,3,4,3,3,4,5,896
4,White,Latinx,Female,English proficient,General education,City - Large,4,4,5,5,2,5,4,3,4,4,897
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,2,5,4,4,2,4,4,4,4,5,898
4,White,Latinx,Female,English proficient,General education,City - Large,4,5,4,4,2,5,4,3,3,4,899
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,4,3,5,3,5,4,4,3,4,900
4,White,Latinx,Female,English language learner,General education,City - Large,4,4,4,3,4,5,4,4,4,4,901
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,4,3,5,5,3,4,4,902
4,Asian,Latinx,Female,English proficient,General education,Suburb - Small,4,5,4,4,3,5,5,3,3,5,903
4,Native American,Not Latinx,Male,English proficient,General education,City - Midsize,5,4,2,3,5,5,2,3,5,4,904
4,White,Not Latinx,Female,English proficient,General education,City - Midsize,4,4,1,3,4,3,4,3,4,4,905
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,2,3,3,3,5,4,3,4,5,906
4,White,Latinx,Female,English proficient,Special education,Suburb - Large,3,5,4,4,4,2,5,4,4,5,907
4,White,Not Latinx,Male,English proficient,General education,City - Large,4,2,2,4,3,5,4,3,3,3,908
4,White,Latinx,Female,English proficient,General education,City - Large,4,5,2,5,4,5,4,3,4,3,909
